"","YEAR","LocationAbbr","LocationDesc","TopicType","TopicDesc","DataSource","Response","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Data_Value_Std_Err","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Gender","Race","Age","Education","GeoLocation","TopicTypeId","TopicId","MeasureId","StratificationID1","StratificationID2","StratificationID3","StratificationID4","SubMeasureID","DisplayOrder","Percent of Current Smokers Who Want to Quit","Quit Attempt in Past Year Among Current Cigarette Smokers","Smoking Status","User Status"
"18",2015,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.4,0.1,1.6,675,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS10",10,NA,NA,NA,0.9
"19",2015,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,1,2.4,6.3,1379,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS11",11,NA,NA,NA,4.3
"20",2015,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,1,2.4,6.5,697,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS11",11,NA,NA,NA,4.4
"21",2015,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,1.6,1.1,7.2,676,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS11",11,NA,NA,NA,4.2
"22",2015,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.2,0,0.8,1373,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,NA,0.3
"23",2015,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.5,0,1.5,692,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,NA,0.6
"24",2015,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0,0,0.1,675,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,NA,0
"25",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","1GEN","8AGE","6RAC","1EDU","YTS01",1,NA,NA,NA,NA
"26",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage",NA,NA,5.9,26.9,49.8,94,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","1GEN","8AGE","6RAC","2EDU","YTS01",1,38.3,NA,NA,NA
"27",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","2GEN","8AGE","6RAC","1EDU","YTS02",2,NA,NA,NA,NA
"28",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","2GEN","8AGE","6RAC","2EDU","YTS02",2,NA,NA,NA,NA
"29",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","3GEN","8AGE","6RAC","1EDU","YTS03",3,NA,NA,NA,NA
"30",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","3GEN","8AGE","6RAC","2EDU","YTS03",3,NA,NA,NA,NA
"31",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","1GEN","8AGE","6RAC","1EDU","YTS04",4,NA,NA,NA,NA
"32",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage",NA,NA,5.8,48.4,70.9,107,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","1GEN","8AGE","6RAC","2EDU","YTS04",4,NA,59.6,NA,NA
"33",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","2GEN","8AGE","6RAC","1EDU","YTS05",5,NA,NA,NA,NA
"34",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage",NA,NA,8,53.9,85.1,51,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","2GEN","8AGE","6RAC","2EDU","YTS05",5,NA,69.5,NA,NA
"35",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","3GEN","8AGE","6RAC","1EDU","YTS06",6,NA,NA,NA,NA
"36",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage",NA,NA,7,36.6,63.9,54,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","3GEN","8AGE","6RAC","2EDU","YTS06",6,NA,50.2,NA,NA
"37",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.2,0.4,1.2,2462,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,NA,NA,0.8,NA
"38",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Current","%","Percentage",NA,NA,1,3.6,7.7,2260,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,NA,NA,5.6,NA
"39",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.2,0.3,1.1,1253,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,NA,NA,0.7,NA
"40",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Current","%","Percentage",NA,NA,1.1,3.5,7.7,1166,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,NA,NA,5.6,NA
"41",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.2,0.5,1.4,1198,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,NA,NA,1,NA
"42",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Current","%","Percentage",NA,NA,1.3,3,8.2,1088,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,NA,NA,5.6,NA
"43",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Ever","%","Percentage",NA,NA,0.8,2.9,5.9,2344,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS08",8,NA,NA,4.4,NA
"44",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Ever","%","Percentage",NA,NA,1.6,18.6,25,2174,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS08",8,NA,NA,21.8,NA
"45",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Ever","%","Percentage",NA,NA,0.8,3.1,6.2,1182,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS08",8,NA,NA,4.6,NA
"46",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Ever","%","Percentage",NA,NA,1.7,19,25.7,1113,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS08",8,NA,NA,22.4,NA
"47",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Ever","%","Percentage",NA,NA,0.8,2.6,5.8,1154,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS08",8,NA,NA,4.2,NA
"48",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Ever","%","Percentage",NA,NA,1.9,17.4,24.8,1055,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS08",8,NA,NA,21.1,NA
"49",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.1,0,0.2,2462,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0.1,NA
"50",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.6,0.6,3,2260,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS09",9,NA,NA,1.8,NA
"51",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.1,0,0.5,1253,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0.2,NA
"52",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.7,0.6,3.4,1166,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS09",9,NA,NA,2,NA
"53",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0,0,0,1198,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0,NA
"54",2015,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.7,0.3,2.9,1088,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS09",9,NA,NA,1.6,NA
"55",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.1,0.1,0.5,2452,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS10",10,NA,NA,NA,0.3
"56",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.5,1.8,3.7,2261,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","2EDU","YTS10",10,NA,NA,NA,2.8
"57",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.2,0.2,0.8,1247,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS10",10,NA,NA,NA,0.5
"58",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.8,3.2,6.2,1169,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","2EDU","YTS10",10,NA,NA,NA,4.7
"59",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.1,0,0.2,1194,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS10",10,NA,NA,NA,0.1
"60",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Current","%","Percentage",NA,NA,0.4,0.1,1.5,1086,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","2EDU","YTS10",10,NA,NA,NA,0.8
"61",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,0.2,0.5,1.1,2440,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS11",11,NA,NA,NA,0.8
"62",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,0.8,5,8.4,2260,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","2EDU","YTS11",11,NA,NA,NA,6.7
"63",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,0.2,0.6,1.4,1242,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS11",11,NA,NA,NA,1
"64",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,1.2,8.5,13.3,1163,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","2EDU","YTS11",11,NA,NA,NA,10.9
"65",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,0.2,0.2,0.9,1187,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS11",11,NA,NA,NA,0.5
"66",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Ever","%","Percentage",NA,NA,0.7,0.9,3.5,1091,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","2EDU","YTS11",11,NA,NA,NA,2.2
"67",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0,0,0,2452,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,NA,0
"68",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.3,0.4,1.4,2261,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","2EDU","YTS12",12,NA,NA,NA,0.9
"69",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0,0,0,1247,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,NA,0
"70",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.4,0.8,2.5,1169,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","2EDU","YTS12",12,NA,NA,NA,1.7
"71",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0,0,0,1194,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,NA,0
"72",2015,"CT","Connecticut","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","YTS","Frequent","%","Percentage",NA,NA,0.1,0,0.4,1086,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","2EDU","YTS12",12,NA,NA,NA,0.2
"73",2015,"GA","Georgia","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage",NA,NA,5.5,36.4,57.9,95,"Overall","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","105BEH","170CES","1GEN","8AGE","6RAC","2EDU","YTS01",1,47.1,NA,NA,NA
"74",2015,"GA","Georgia","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage",NA,NA,7.6,35.6,65.5,59,"Male","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","105BEH","170CES","2GEN","8AGE","6RAC","2EDU","YTS02",2,50.5,NA,NA,NA
"75",2015,"GA","Georgia","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","105BEH","170CES","3GEN","8AGE","6RAC","2EDU","YTS03",3,NA,NA,NA,NA
"76",2015,"GA","Georgia","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage",NA,NA,6.4,44.5,69.6,108,"Overall","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","105BEH","169QUA","1GEN","8AGE","6RAC","2EDU","YTS04",4,NA,57,NA,NA
"77",2015,"GA","Georgia","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage",NA,NA,5.2,45.3,65.6,67,"Male","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","105BEH","169QUA","2GEN","8AGE","6RAC","2EDU","YTS05",5,NA,55.4,NA,NA
"78",2015,"GA","Georgia","Tobacco Use – Survey Data","Cessation (Youth)","YTS",NA,"%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","105BEH","169QUA","3GEN","8AGE","6RAC","2EDU","YTS06",6,NA,NA,NA,NA
